PO_ID,PO_Date,Supplier,Category,Quantity_Ordered,Unit_Cost,PO_Value,Promised_Delivery_Days,Actual_Delivery_Days,On_Time,Late_Days,Opening_Stock,Demand_Units,Received_Units,Closing_Stock,Stockout
PO102448,2025-08-20,Supplier_04,Electronics,5,291.46,1457.3,5,12,No,7,259,50,5,214,No
PO102449,2025-02-14,Supplier_08,Home & Kitchen,11,24.22,266.42,10,21,No,11,130,38,11,103,No
PO102450,2025-11-02,Supplier_15,Electronics,3,443.95,1331.85,8,7,Yes,0,491,38,3,0,Yes
PO102451,2025-11-21,Supplier_09,Electronics,8,289.95,2319.6,6,15,No,9,335,45,8,0,Yes
PO102452,2025-07-19,Supplier_06,Electronics,1,446.47,446.47,6,4,Yes,0,259,40,1,220,No
PO102453,2025-10-12,Supplier_11,Home & Kitchen,20,385.18,7703.6,10,19,No,9,352,32,20,340,No
PO102454,2025-03-07,Supplier_03,Office Supplies,12,443.2,5318.4,9,15,No,6,459,26,12,445,No
PO102455,2025-03-25,Supplier_03,Electronics,10,342.18,3421.8,9,20,No,11,252,47,10,0,Yes
PO102456,2025-12-19,Supplier_06,Home & Kitchen,7,431.06,3017.42,9,12,No,3,388,29,7,366,No
PO102457,2025-01-10,Supplier_12,Home & Kitchen,15,98.68,1480.2,10,8,Yes,0,68,24,15,59,No
PO102458,2025-03-14,Supplier_13,Electronics,9,271.41,2442.69,4,12,No,8,240,44,9,205,No
PO102459,2025-01-21,Supplier_02,Office Supplies,2,93.89,187.78,6,15,No,9,348,36,2,314,No
PO102460,2025-11-13,Supplier_03,Home & Kitchen,2,41.54,83.08,5,6,Yes,1,74,31,2,45,No
PO102461,2025-03-12,Supplier_09,Office Supplies,6,48.66,291.96,5,3,Yes,0,448,25,6,429,No
PO102462,2025-05-17,Supplier_12,Home & Kitchen,4,196.1,784.4,7,18,No,11,280,30,4,254,No
PO102463,2025-10-29,Supplier_15,Home & Kitchen,20,347.01,6940.2,7,6,Yes,0,486,25,20,481,No
PO102464,2025-06-04,Supplier_07,Home & Kitchen,7,210.84,1475.88,10,8,Yes,0,445,31,7,421,No
PO102465,2025-02-14,Supplier_03,Office Supplies,16,176.61,2825.76,3,10,No,7,287,21,16,282,No
PO102466,2025-10-18,Supplier_04,Office Supplies,8,452.83,3622.64,6,7,No,1,92,20,8,80,No
PO102467,2025-03-03,Supplier_12,Home & Kitchen,17,350.79,5963.43,8,18,No,10,38,31,17,24,No
PO102468,2025-03-08,Supplier_10,Office Supplies,15,67.15,1007.25,7,12,No,5,254,17,15,252,No
PO102469,2025-09-23,Supplier_06,Home & Kitchen,3,220.43,661.29,4,12,No,8,259,29,3,233,No
PO102470,2025-09-01,Supplier_09,Office Supplies,7,310.99,2176.93,9,16,No,7,181,16,7,172,No
PO102471,2025-11-03,Supplier_04,Electronics,17,387.46,6586.82,4,6,No,2,383,44,17,0,Yes
PO102472,2025-10-31,Supplier_09,Home & Kitchen,19,197.2,3746.8,3,13,No,10,60,38,19,41,No
PO102473,2025-11-08,Supplier_08,Office Supplies,9,300.17,2701.53,6,5,Yes,0,426,28,9,0,Yes
PO102474,2025-02-25,Supplier_03,Electronics,6,304.86,1829.16,6,12,No,6,370,54,6,322,No
PO102475,2025-12-19,Supplier_03,Electronics,1,410.98,410.98,6,10,No,4,295,43,1,0,Yes
PO102476,2025-05-24,Supplier_13,Home & Kitchen,10,89.86,898.6,10,16,No,6,248,18,10,240,No
PO102477,2025-08-19,Supplier_07,Office Supplies,8,114.91,919.28,8,12,No,4,433,19,8,422,No
PO102478,2025-01-29,Supplier_03,Electronics,20,30.86,617.2,9,12,No,3,440,55,20,0,Yes
PO102479,2025-09-19,Supplier_09,Home & Kitchen,14,282.77,3958.78,7,16,No,9,470,29,14,455,No
PO102480,2025-10-26,Supplier_08,Electronics,9,137.42,1236.78,6,6,Yes,0,271,43,9,0,Yes
PO102481,2025-12-04,Supplier_12,Office Supplies,9,316.68,2850.12,8,6,Yes,0,441,17,9,433,No
PO102482,2025-05-21,Supplier_03,Office Supplies,6,453.69,2722.14,6,14,No,8,300,22,6,284,No
PO102483,2025-12-09,Supplier_13,Home & Kitchen,12,133.96,1607.52,6,5,Yes,0,240,24,12,228,No
PO102484,2025-03-28,Supplier_14,Home & Kitchen,17,479.84,8157.28,10,11,No,1,415,25,17,0,Yes
PO102485,2025-01-03,Supplier_14,Home & Kitchen,19,314.43,5974.17,5,5,Yes,0,447,38,19,428,No
PO102486,2025-09-17,Supplier_03,Office Supplies,8,374.91,2999.28,5,10,No,5,299,23,8,284,No
PO102487,2025-09-27,Supplier_08,Home & Kitchen,2,143.76,287.52,8,18,No,10,490,25,2,467,No
PO102488,2025-10-09,Supplier_06,Office Supplies,19,394.64,7498.16,10,10,Yes,0,298,12,19,0,Yes
PO102489,2025-08-31,Supplier_14,Electronics,11,18.13,199.43,4,8,No,4,103,51,11,0,Yes
PO102490,2025-03-17,Supplier_14,Electronics,3,449.3,1347.9,9,11,No,2,235,25,3,213,No
PO102491,2025-11-08,Supplier_14,Office Supplies,4,389.98,1559.92,5,7,No,2,158,21,4,141,No
PO102492,2025-07-08,Supplier_13,Electronics,3,138.92,416.76,3,8,No,5,150,44,3,0,Yes
PO102493,2025-03-21,Supplier_08,Electronics,15,386.73,5800.95,8,12,No,4,417,39,15,0,Yes
PO102494,2025-05-21,Supplier_01,Electronics,7,499.95,3499.65,10,17,No,7,99,53,7,0,Yes
PO102495,2025-09-29,Supplier_02,Office Supplies,8,374.94,2999.52,7,17,No,10,397,18,8,387,No
PO102496,2025-08-05,Supplier_04,Office Supplies,13,37.53,487.89,9,10,No,1,184,21,13,0,Yes
PO102497,2025-11-23,Supplier_06,Home & Kitchen,17,245.33,4170.61,4,13,No,9,317,31,17,303,No
PO102498,2025-06-10,Supplier_08,Office Supplies,16,496.79,7948.64,8,9,Yes,1,77,19,16,74,No
PO102499,2025-01-23,Supplier_12,Office Supplies,12,409.66,4915.92,8,6,Yes,0,179,27,12,164,No
PO102500,2025-12-16,Supplier_04,Electronics,10,391.35,3913.5,10,10,Yes,0,402,48,10,364,No
PO102501,2025-04-01,Supplier_09,Home & Kitchen,12,82.24,986.88,7,9,No,2,341,30,12,323,No
PO102502,2025-05-16,Supplier_08,Office Supplies,16,265.19,4243.04,10,15,No,5,455,18,16,453,No
PO102503,2025-06-22,Supplier_03,Office Supplies,19,68.51,1301.69,10,18,No,8,164,15,19,168,No
PO102504,2025-08-04,Supplier_04,Home & Kitchen,8,413.87,3310.96,8,16,No,8,183,28,8,163,No
PO102505,2025-11-16,Supplier_13,Electronics,15,231.12,3466.8,5,5,Yes,0,177,41,15,151,No
PO102506,2025-06-11,Supplier_08,Home & Kitchen,2,437.17,874.34,3,1,Yes,0,281,24,2,259,No
PO102507,2025-11-25,Supplier_10,Home & Kitchen,5,156.53,782.65,4,9,No,5,286,39,5,252,No
PO102508,2025-05-02,Supplier_06,Electronics,9,115.34,1038.06,7,7,Yes,0,239,42,9,206,No
PO102509,2025-05-09,Supplier_02,Electronics,18,418.79,7538.22,6,16,No,10,347,41,18,0,Yes
PO102510,2025-08-31,Supplier_05,Home & Kitchen,5,48.27,241.35,8,9,No,1,249,23,5,231,No
PO102511,2025-12-15,Supplier_13,Office Supplies,6,152.88,917.28,4,2,Yes,0,288,25,6,269,No
PO102512,2025-02-04,Supplier_14,Electronics,2,256.93,513.86,4,8,No,4,412,40,2,0,Yes
PO102513,2025-11-15,Supplier_08,Home & Kitchen,10,16.51,165.1,8,6,Yes,0,198,34,10,174,No
PO102514,2025-10-12,Supplier_10,Home & Kitchen,10,365.54,3655.4,3,4,Yes,1,86,38,10,58,No
PO102515,2025-04-23,Supplier_06,Home & Kitchen,5,326.35,1631.75,10,8,Yes,0,291,33,5,263,No
PO102516,2025-09-10,Supplier_14,Electronics,3,475.12,1425.36,3,11,No,8,492,49,3,0,Yes
PO102517,2025-12-06,Supplier_08,Electronics,7,37.43,262.01,6,4,Yes,0,280,37,7,0,Yes
PO102518,2025-11-05,Supplier_10,Office Supplies,12,282.96,3395.52,4,11,No,7,145,25,12,132,No
PO102519,2025-02-18,Supplier_09,Electronics,4,435.31,1741.24,3,8,No,5,256,37,4,223,No
PO102520,2025-02-28,Supplier_09,Office Supplies,19,298.79,5677.01,10,9,Yes,0,63,21,19,61,No
PO102521,2025-04-14,Supplier_15,Electronics,14,288.49,4038.86,9,14,No,5,365,40,14,0,Yes
PO102522,2025-04-13,Supplier_08,Electronics,20,223.39,4467.8,7,15,No,8,356,58,20,318,No
PO102523,2025-08-09,Supplier_11,Electronics,20,299.72,5994.4,8,9,No,1,84,39,20,65,No
PO102524,2025-09-04,Supplier_07,Electronics,6,121.01,726.06,4,2,Yes,0,397,53,6,0,Yes
PO102525,2025-02-15,Supplier_05,Home & Kitchen,16,407.35,6517.6,5,6,Yes,1,372,27,16,361,No
PO102526,2025-02-10,Supplier_03,Home & Kitchen,18,403.18,7257.24,9,13,No,4,42,32,18,28,No
PO102527,2025-06-16,Supplier_07,Electronics,5,447.57,2237.85,8,17,No,9,433,44,5,0,Yes
PO102528,2025-10-06,Supplier_09,Electronics,11,457.17,5028.87,10,20,No,10,306,44,11,273,No
PO102529,2025-10-13,Supplier_02,Home & Kitchen,12,130.17,1562.04,9,12,No,3,216,36,12,192,No
PO102530,2025-04-07,Supplier_15,Office Supplies,10,349.37,3493.7,8,7,Yes,0,139,25,10,124,No
PO102531,2025-02-11,Supplier_06,Electronics,11,125.7,1382.7,7,6,Yes,0,440,48,11,0,Yes
PO102532,2025-11-18,Supplier_15,Office Supplies,2,204.76,409.52,3,9,No,6,294,16,2,280,No
PO102533,2025-09-19,Supplier_13,Home & Kitchen,5,358.88,1794.4,4,5,Yes,1,299,24,5,280,No
PO102534,2025-11-13,Supplier_02,Electronics,8,178.56,1428.48,7,17,No,10,322,46,8,284,No
PO102535,2025-11-19,Supplier_07,Electronics,15,304.03,4560.45,7,8,Yes,1,312,41,15,0,Yes
PO102536,2025-03-21,Supplier_03,Office Supplies,9,313.38,2820.42,3,7,No,4,74,20,9,63,No
PO102537,2025-11-26,Supplier_13,Office Supplies,18,137.03,2466.54,3,2,Yes,0,375,27,18,366,No
PO102538,2025-09-25,Supplier_06,Home & Kitchen,19,162.82,3093.58,9,14,No,5,432,23,19,428,No
PO102539,2025-10-13,Supplier_05,Home & Kitchen,2,167.16,334.32,6,7,No,1,275,27,2,250,No
PO102540,2025-06-21,Supplier_12,Home & Kitchen,7,120.49,843.43,5,3,Yes,0,309,25,7,291,No
PO102541,2025-09-06,Supplier_10,Electronics,16,293.31,4692.96,7,7,Yes,0,124,31,16,0,Yes
PO102542,2025-06-22,Supplier_01,Home & Kitchen,17,113.45,1928.65,3,11,No,8,144,27,17,134,No
PO102543,2025-10-14,Supplier_02,Electronics,9,481.28,4331.52,4,8,No,4,307,43,9,0,Yes
PO102544,2025-10-02,Supplier_01,Electronics,5,217.52,1087.6,7,5,Yes,0,58,44,5,19,No
PO102545,2025-02-14,Supplier_03,Electronics,7,242.29,1696.03,8,15,No,7,145,43,7,109,No
PO102546,2025-10-10,Supplier_07,Home & Kitchen,1,429.12,429.12,8,19,No,11,290,29,1,262,No
PO102547,2025-07-24,Supplier_07,Electronics,20,232.49,4649.8,8,6,Yes,0,221,56,20,185,No
PO102548,2025-01-04,Supplier_06,Office Supplies,5,102.68,513.4,9,15,No,6,82,19,5,68,No
PO102549,2025-12-16,Supplier_14,Home & Kitchen,7,84.09,588.63,8,11,No,3,267,26,7,248,No
PO102550,2025-09-01,Supplier_09,Home & Kitchen,20,328.95,6579.0,8,18,No,10,336,36,20,320,No
PO102551,2025-12-16,Supplier_11,Home & Kitchen,11,214.89,2363.79,4,9,No,5,497,29,11,479,No
PO102552,2025-06-09,Supplier_03,Electronics,12,424.15,5089.8,5,6,Yes,1,313,53,12,272,No
PO102553,2025-08-06,Supplier_04,Home & Kitchen,13,31.27,406.51,5,12,No,7,233,29,13,217,No
PO102554,2025-08-26,Supplier_04,Electronics,13,109.51,1423.63,7,7,Yes,0,164,43,13,134,No
PO102555,2025-08-13,Supplier_05,Electronics,17,417.89,7104.13,8,7,Yes,0,373,67,17,0,Yes
PO102556,2025-06-08,Supplier_11,Home & Kitchen,8,310.87,2486.96,7,7,Yes,0,249,19,8,238,No
PO102557,2025-08-06,Supplier_01,Home & Kitchen,8,369.63,2957.04,10,18,No,8,303,30,8,281,No
PO102558,2025-04-12,Supplier_02,Home & Kitchen,10,182.35,1823.5,8,10,No,2,385,27,10,368,No
PO102559,2025-06-11,Supplier_10,Office Supplies,16,114.5,1832.0,3,14,No,11,389,23,16,382,No
PO102560,2025-11-28,Supplier_03,Home & Kitchen,1,253.27,253.27,7,17,No,10,357,24,1,334,No
PO102561,2025-04-16,Supplier_15,Office Supplies,5,19.53,97.65,10,10,Yes,0,215,25,5,195,No
PO102562,2025-11-29,Supplier_01,Home & Kitchen,3,491.79,1475.37,9,15,No,6,81,30,3,54,No
PO102563,2025-03-31,Supplier_10,Home & Kitchen,20,72.13,1442.6,5,13,No,8,169,29,20,160,No
PO102564,2025-04-29,Supplier_06,Office Supplies,7,443.26,3102.82,10,9,Yes,0,389,36,7,360,No
PO102565,2025-06-20,Supplier_12,Home & Kitchen,11,84.79,932.69,8,9,Yes,1,417,25,11,0,Yes
PO102566,2025-10-12,Supplier_14,Office Supplies,9,128.54,1156.86,10,11,Yes,1,397,16,9,390,No
PO102567,2025-03-20,Supplier_06,Home & Kitchen,4,225.3,901.2,4,5,Yes,1,280,32,4,252,No
PO102568,2025-02-27,Supplier_10,Office Supplies,4,198.86,795.44,8,7,Yes,0,53,32,4,25,No
PO102569,2025-03-27,Supplier_12,Home & Kitchen,20,478.54,9570.8,4,13,No,9,83,29,20,74,No
PO102570,2025-06-13,Supplier_08,Home & Kitchen,20,261.63,5232.6,5,6,No,1,96,24,20,92,No
PO102571,2025-02-01,Supplier_08,Electronics,16,110.79,1772.64,3,3,Yes,0,171,46,16,0,Yes
PO102572,2025-07-01,Supplier_06,Office Supplies,7,458.41,3208.87,5,7,No,2,331,18,7,320,No
PO102573,2025-06-13,Supplier_11,Office Supplies,13,382.29,4969.77,3,2,Yes,0,42,28,13,27,No
PO102574,2025-03-21,Supplier_15,Electronics,2,342.64,685.28,8,8,Yes,0,473,42,2,0,Yes
PO102575,2025-08-06,Supplier_04,Electronics,14,37.09,519.26,10,8,Yes,0,403,55,14,0,Yes
PO102576,2025-10-14,Supplier_05,Electronics,4,86.58,346.32,6,17,No,11,254,49,4,209,No
PO102577,2025-07-09,Supplier_11,Electronics,15,445.74,6686.1,5,8,No,3,473,44,15,0,Yes
PO102578,2025-02-03,Supplier_06,Electronics,19,25.6,486.4,3,7,No,4,286,45,19,260,No
PO102579,2025-02-23,Supplier_04,Electronics,2,158.12,316.24,6,4,Yes,0,133,41,2,0,Yes
PO102580,2025-11-30,Supplier_01,Electronics,2,161.66,323.32,3,4,No,1,32,44,2,0,Yes
PO102581,2025-11-01,Supplier_06,Home & Kitchen,18,484.28,8717.04,9,12,No,3,179,20,18,177,No
PO102582,2025-11-21,Supplier_08,Electronics,18,104.22,1875.96,7,14,No,7,218,44,18,0,Yes
PO102583,2025-09-05,Supplier_05,Home & Kitchen,1,165.62,165.62,8,8,Yes,0,46,27,1,20,No
PO102584,2025-12-25,Supplier_11,Office Supplies,6,354.13,2124.78,3,6,No,3,33,26,6,13,No
PO102585,2025-08-16,Supplier_07,Electronics,1,130.31,130.31,6,4,Yes,0,209,50,1,0,Yes
PO102586,2025-05-16,Supplier_05,Electronics,18,139.48,2510.64,10,17,No,7,243,35,18,226,No
PO102587,2025-03-14,Supplier_04,Home & Kitchen,1,487.78,487.78,6,10,No,4,480,21,1,460,No
PO102588,2025-11-20,Supplier_07,Electronics,7,362.89,2540.23,8,9,No,1,345,38,7,0,Yes
PO102589,2025-09-26,Supplier_10,Home & Kitchen,20,67.67,1353.4,8,15,No,7,171,29,20,162,No
PO102590,2025-07-10,Supplier_09,Home & Kitchen,18,381.43,6865.74,10,19,No,9,231,23,18,226,No
PO102591,2025-09-15,Supplier_10,Electronics,3,47.02,141.06,8,17,No,9,322,49,3,0,Yes
PO102592,2025-09-29,Supplier_06,Home & Kitchen,10,60.47,604.7,3,4,No,1,387,32,10,365,No
PO102593,2025-06-08,Supplier_04,Home & Kitchen,6,335.43,2012.58,4,9,No,5,162,33,6,135,No
PO102594,2025-09-11,Supplier_15,Home & Kitchen,1,214.22,214.22,6,11,No,5,431,37,1,395,No
PO102595,2025-09-09,Supplier_12,Office Supplies,9,487.94,4391.46,10,10,Yes,0,364,24,9,349,No
PO102596,2025-02-21,Supplier_14,Electronics,12,338.79,4065.48,10,13,No,3,113,42,12,0,Yes
PO102597,2025-04-02,Supplier_10,Office Supplies,11,89.74,987.14,9,10,Yes,1,419,20,11,410,No
PO102598,2025-07-20,Supplier_13,Home & Kitchen,5,221.96,1109.8,3,1,Yes,0,283,23,5,265,No
PO102599,2025-07-27,Supplier_15,Electronics,16,324.24,5187.84,5,6,Yes,1,370,45,16,0,Yes
PO102600,2025-08-06,Supplier_05,Office Supplies,19,296.82,5639.58,9,8,Yes,0,278,24,19,273,No
PO102601,2025-05-31,Supplier_13,Home & Kitchen,14,438.37,6137.18,10,10,Yes,0,212,32,14,194,No
PO102602,2025-09-25,Supplier_09,Electronics,8,427.8,3422.4,8,6,Yes,0,118,50,8,0,Yes
PO102603,2025-06-26,Supplier_15,Office Supplies,16,330.87,5293.92,3,12,No,9,379,25,16,370,No
PO102604,2025-08-14,Supplier_15,Home & Kitchen,20,228.44,4568.8,10,8,Yes,0,317,32,20,305,No
PO102605,2025-06-27,Supplier_14,Electronics,19,189.05,3591.95,8,13,No,5,255,46,19,0,Yes
PO102606,2025-08-12,Supplier_14,Office Supplies,1,201.79,201.79,10,9,Yes,0,443,27,1,417,No
PO102607,2025-05-27,Supplier_14,Home & Kitchen,4,460.35,1841.4,5,15,No,10,431,24,4,411,No
PO102608,2025-01-04,Supplier_11,Home & Kitchen,9,91.29,821.61,9,10,No,1,372,30,9,351,No
PO102609,2025-03-29,Supplier_15,Office Supplies,18,305.33,5495.94,5,5,Yes,0,193,30,18,181,No
PO102610,2025-02-15,Supplier_14,Office Supplies,8,208.19,1665.52,4,5,No,1,310,28,8,290,No
PO102611,2025-06-11,Supplier_15,Electronics,10,352.92,3529.2,9,10,Yes,1,417,47,10,0,Yes
PO102612,2025-06-05,Supplier_08,Home & Kitchen,3,83.41,250.23,4,3,Yes,0,461,29,3,435,No
PO102613,2025-09-27,Supplier_06,Electronics,12,482.12,5785.44,7,12,No,5,343,49,12,0,Yes
PO102614,2025-08-25,Supplier_03,Home & Kitchen,14,453.62,6350.68,8,13,No,5,365,36,14,343,No
PO102615,2025-08-12,Supplier_02,Electronics,2,182.97,365.94,3,7,No,4,72,50,2,0,Yes
PO102616,2025-10-15,Supplier_11,Electronics,12,118.82,1425.84,5,14,No,9,123,42,12,0,Yes
PO102617,2025-08-03,Supplier_14,Office Supplies,9,111.23,1001.07,10,18,No,8,135,25,9,119,No
PO102618,2025-03-31,Supplier_10,Office Supplies,16,419.68,6714.88,8,18,No,10,58,19,16,55,No
PO102619,2025-06-11,Supplier_05,Electronics,17,87.16,1481.72,8,16,No,8,328,56,17,289,No
PO102620,2025-07-20,Supplier_03,Home & Kitchen,9,150.83,1357.47,4,15,No,11,56,31,9,0,Yes
PO102621,2025-11-23,Supplier_13,Home & Kitchen,8,287.75,2302.0,7,11,No,4,217,31,8,194,No
PO102622,2025-05-23,Supplier_01,Office Supplies,10,399.88,3998.8,10,17,No,7,273,19,10,264,No
PO102623,2025-03-22,Supplier_15,Electronics,10,406.72,4067.2,5,16,No,11,393,55,10,348,No
PO102624,2025-01-26,Supplier_03,Electronics,20,374.32,7486.4,5,11,No,6,172,58,20,0,Yes
PO102625,2025-09-25,Supplier_10,Electronics,20,310.62,6212.4,9,7,Yes,0,132,44,20,108,No
PO102626,2025-09-13,Supplier_13,Electronics,14,195.78,2740.92,7,8,No,1,400,44,14,0,Yes
PO102627,2025-06-05,Supplier_05,Electronics,19,272.1,5169.9,8,11,No,3,391,39,19,371,No
PO102628,2025-01-17,Supplier_02,Home & Kitchen,5,328.55,1642.75,7,8,No,1,203,35,5,173,No
PO102629,2025-01-03,Supplier_10,Electronics,2,94.49,188.98,8,8,Yes,0,143,52,2,0,Yes
PO102630,2025-09-24,Supplier_14,Electronics,15,415.56,6233.4,4,14,No,10,260,52,15,223,No
PO102631,2025-05-25,Supplier_13,Electronics,8,312.57,2500.56,7,15,No,8,213,41,8,180,No
PO102632,2025-04-16,Supplier_07,Home & Kitchen,20,76.54,1530.8,3,13,No,10,157,34,20,143,No
PO102633,2025-08-17,Supplier_03,Home & Kitchen,3,412.08,1236.24,7,16,No,9,318,29,3,292,No
PO102634,2025-01-04,Supplier_03,Electronics,6,282.65,1695.9,3,11,No,8,89,35,6,60,No
PO102635,2025-12-23,Supplier_14,Electronics,3,296.56,889.68,6,4,Yes,0,348,54,3,0,Yes
PO102636,2025-12-26,Supplier_08,Home & Kitchen,9,23.27,209.43,6,6,Yes,0,211,32,9,0,Yes
PO102637,2025-11-11,Supplier_11,Office Supplies,3,222.51,667.53,6,11,No,5,475,19,3,459,No
PO102638,2025-02-01,Supplier_13,Electronics,5,191.71,958.55,5,11,No,6,107,50,5,0,Yes
PO102639,2025-10-22,Supplier_14,Home & Kitchen,17,39.41,669.97,10,11,Yes,1,403,29,17,391,No
PO102640,2025-12-31,Supplier_05,Office Supplies,13,69.36,901.68,7,6,Yes,0,284,13,13,284,No
PO102641,2025-12-19,Supplier_06,Home & Kitchen,15,458.18,6872.7,10,10,Yes,0,196,31,15,180,No
PO102642,2025-09-14,Supplier_10,Office Supplies,17,219.69,3734.73,5,4,Yes,0,114,30,17,101,No
PO102643,2025-08-04,Supplier_14,Office Supplies,6,192.98,1157.88,5,16,No,11,411,18,6,0,Yes
PO102644,2025-09-06,Supplier_13,Home & Kitchen,9,341.64,3074.76,10,9,Yes,0,84,17,9,76,No
PO102645,2025-01-06,Supplier_03,Office Supplies,3,398.29,1194.87,9,18,No,9,101,20,3,84,No
PO102646,2025-10-26,Supplier_14,Electronics,9,217.91,1961.19,9,13,No,4,320,57,9,272,No
PO102647,2025-03-28,Supplier_11,Home & Kitchen,7,480.6,3364.2,10,17,No,7,458,33,7,432,No
PO102648,2025-06-19,Supplier_13,Home & Kitchen,4,78.72,314.88,3,6,No,3,79,14,4,69,No
PO102649,2025-10-27,Supplier_14,Home & Kitchen,9,230.76,2076.84,9,16,No,7,191,20,9,180,No
PO102650,2025-01-06,Supplier_01,Electronics,8,444.74,3557.92,4,8,No,4,387,50,8,0,Yes
PO102651,2025-05-13,Supplier_09,Office Supplies,7,292.13,2044.91,4,9,No,5,268,24,7,251,No
PO102652,2025-05-22,Supplier_01,Electronics,20,359.24,7184.8,6,15,No,9,58,38,20,0,Yes
PO102653,2025-10-22,Supplier_03,Electronics,5,38.05,190.25,10,15,No,5,468,48,5,0,Yes
PO102654,2025-11-09,Supplier_05,Office Supplies,16,454.28,7268.48,8,17,No,9,331,18,16,329,No
PO102655,2025-05-10,Supplier_15,Office Supplies,20,23.96,479.2,3,12,No,9,322,22,20,320,No
PO102656,2025-02-08,Supplier_10,Electronics,5,392.86,1964.3,5,14,No,9,107,52,5,60,No
PO102657,2025-03-23,Supplier_09,Home & Kitchen,4,135.33,541.32,6,11,No,5,397,26,4,375,No
PO102658,2025-02-24,Supplier_02,Office Supplies,5,170.02,850.1,9,14,No,5,414,16,5,403,No
PO102659,2025-05-11,Supplier_05,Office Supplies,2,154.21,308.42,8,16,No,8,338,31,2,309,No
PO102660,2025-07-08,Supplier_01,Electronics,18,34.95,629.1,7,15,No,8,249,44,18,0,Yes
PO102661,2025-03-10,Supplier_14,Home & Kitchen,15,388.52,5827.8,4,10,No,6,106,29,15,92,No
PO102662,2025-02-03,Supplier_07,Home & Kitchen,3,75.36,226.08,9,8,Yes,0,206,23,3,186,No
PO102663,2025-02-23,Supplier_13,Office Supplies,3,260.82,782.46,8,16,No,8,213,15,3,201,No
PO102664,2025-08-08,Supplier_01,Home & Kitchen,1,475.16,475.16,5,14,No,9,283,27,1,257,No
PO102665,2025-06-14,Supplier_15,Electronics,3,292.36,877.08,5,5,Yes,0,203,38,3,168,No
PO102666,2025-11-10,Supplier_09,Office Supplies,13,215.56,2802.28,3,13,No,10,88,24,13,77,No
PO102667,2025-12-23,Supplier_10,Office Supplies,4,187.0,748.0,3,1,Yes,0,64,22,4,46,No
PO102668,2025-03-12,Supplier_11,Electronics,16,77.76,1244.16,7,8,No,1,56,46,16,0,Yes
PO102669,2025-12-07,Supplier_04,Electronics,12,263.08,3156.96,8,9,Yes,1,396,43,12,0,Yes
PO102670,2025-07-20,Supplier_08,Electronics,17,298.62,5076.54,8,7,Yes,0,233,45,17,0,Yes
PO102671,2025-10-06,Supplier_09,Home & Kitchen,3,26.35,79.05,3,10,No,7,219,35,3,187,No
PO102672,2025-01-26,Supplier_12,Electronics,12,119.93,1439.16,6,8,No,2,403,49,12,0,Yes
PO102673,2025-10-02,Supplier_08,Office Supplies,11,155.21,1707.31,8,17,No,9,461,33,11,439,No
PO102674,2025-09-21,Supplier_09,Electronics,20,369.02,7380.4,5,7,No,2,205,35,20,190,No
PO102675,2025-08-24,Supplier_08,Home & Kitchen,10,183.91,1839.1,4,10,No,6,379,24,10,365,No
PO102676,2025-06-04,Supplier_05,Home & Kitchen,4,230.82,923.28,10,9,Yes,0,57,30,4,31,No
PO102677,2025-09-22,Supplier_01,Office Supplies,9,178.68,1608.12,10,9,Yes,0,213,33,9,189,No
PO102678,2025-06-28,Supplier_13,Office Supplies,14,348.79,4883.06,7,12,No,5,333,25,14,322,No
PO102679,2025-05-07,Supplier_04,Office Supplies,1,150.3,150.3,8,9,Yes,1,44,14,1,31,No
PO102680,2025-04-15,Supplier_06,Electronics,20,453.7,9074.0,10,11,Yes,1,391,46,20,365,No
PO102681,2025-11-16,Supplier_05,Electronics,9,27.29,245.61,8,13,No,5,464,50,9,0,Yes
PO102682,2025-07-04,Supplier_11,Home & Kitchen,9,306.81,2761.29,4,6,No,2,457,35,9,431,No
PO102683,2025-10-13,Supplier_02,Home & Kitchen,15,432.82,6492.3,3,12,No,9,58,24,15,49,No
PO102684,2025-11-11,Supplier_07,Electronics,12,301.95,3623.4,9,7,Yes,0,472,33,12,0,Yes
PO102685,2025-10-14,Supplier_06,Electronics,20,490.6,9812.0,6,15,No,9,220,56,20,184,No
PO102686,2025-09-15,Supplier_10,Home & Kitchen,4,378.12,1512.48,9,8,Yes,0,59,30,4,33,No
PO102687,2025-06-09,Supplier_07,Electronics,2,292.16,584.32,5,9,No,4,134,54,2,0,Yes
PO102688,2025-07-04,Supplier_04,Home & Kitchen,10,18.89,188.9,6,4,Yes,0,92,18,10,84,No
PO102689,2025-05-30,Supplier_11,Electronics,13,189.96,2469.48,10,9,Yes,0,492,32,13,0,Yes
PO102690,2025-04-21,Supplier_12,Electronics,4,54.01,216.04,7,18,No,11,447,39,4,0,Yes
PO102691,2025-11-14,Supplier_08,Office Supplies,13,454.94,5914.22,10,18,No,8,443,22,13,434,No
PO102692,2025-05-17,Supplier_11,Home & Kitchen,20,433.0,8660.0,5,13,No,8,129,22,20,127,No
PO102693,2025-12-07,Supplier_07,Office Supplies,19,162.7,3091.3,4,13,No,9,156,23,19,152,No
PO102694,2025-12-01,Supplier_09,Home & Kitchen,20,264.2,5284.0,3,3,Yes,0,471,24,20,467,No
PO102695,2025-11-19,Supplier_03,Office Supplies,13,75.87,986.31,7,17,No,10,119,20,13,112,No
